Title;Year;Age;IMDb;Rotten Tomatoes;Netflix;Hulu;Prime Video;Disney+
The Act;2019;18+;8;79;Não tem;Tem;Não tem;Não tem
The Fosters;2013;16+;7,9;79;Não tem;Tem;Tem;Não tem
Younger;2015;16+;7,8;79;Não tem;Tem;Não tem;Não tem
The Good Doctor;2017;16+;8,1;79;Não tem;Tem;Não tem;Não tem
Terminator: The Sarah Connor Chronicles;2008;7+;7,7;79;Não tem;Tem;Não tem;Não tem
Angel;1999;7+;7,9;79;Não tem;Tem;Tem;Não tem
36900;2018;16+;7,8;79;Não tem;Tem;Não tem;Não tem
Snowfall;2017;18+;8,2;78;Não tem;Tem;Não tem;Não tem
The Venture Bros.;2004;18+;8,5;78;Não tem;Tem;Não tem;Não tem
The Strain;2014;18+;7,3;78;Não tem;Tem;Não tem;Não tem
The Terror;2018;18+;7,9;78;Não tem;Tem;Tem;Não tem
Zoey's Extraordinary Playlist;2020;16+;8,1;78;Não tem;Tem;Não tem;Não tem
The League;2009;18+;8,2;78;Não tem;Tem;Não tem;Não tem
Key & Peele;2012;18+;8,3;78;Não tem;Tem;Não tem;Não tem
Malcolm in the Middle;2000;7+;8;78;Não tem;Tem;Não tem;Não tem
Dollhouse;2009;16+;7,7;78;Não tem;Tem;Não tem;Não tem
The Great;2020;18+;8,1;78;Não tem;Tem;Não tem;Não tem
My Name Is Earl;2005;16+;7,7;78;Não tem;Tem;Não tem;Não tem
Scandal;2012;16+;7,7;78;Não tem;Tem;Não tem;Não tem
Motherland: Fort Salem;2020;16+;7,2;78;Não tem;Tem;Não tem;Não tem
Awkward.;2011;16+;7,5;78;Não tem;Tem;Não tem;Não tem
Raising Hope;2010;16+;8;78;Não tem;Tem;Não tem;Não tem
Law & Order: Special Victims Unit;1999;16+;8;78;Não tem;Tem;Não tem;Não tem
Castle Rock;2018;18+;7,6;77;Não tem;Tem;Não tem;Não tem
The Last Ship;2014;16+;7,5;77;Não tem;Tem;Não tem;Não tem
Cruel Summer;2021;16+;7,5;77;Não tem;Tem;Tem;Não tem
Chicago Fire;2012;16+;8;77;Não tem;Tem;Não tem;Não tem
Better Off Ted;2009;7+;8,2;77;Não tem;Tem;Não tem;Não tem
Prodigal Son;2019;16+;7,7;77;Não tem;Tem;Não tem;Não tem
Timeless;2016;7+;7,7;77;Não tem;Tem;Não tem;Não tem
Devs;2020;18+;7,7;77;Não tem;Tem;Não tem;Não tem
You're the Worst;2014;18+;8,1;77;Não tem;Tem;Não tem;Não tem
Elfen Lied;2004;18+;8;77;Não tem;Tem;Tem;Não tem
Please Like Me;2013;18+;8,5;77;Não tem;Tem;Não tem;Não tem
Lethal Weapon;2016;16+;7,9;77;Não tem;Tem;Não tem;Não tem
The Last Man on Earth;2015;16+;7,3;77;Não tem;Tem;Não tem;Não tem
TRIGUN;1998;16+;8,3;77;Não tem;Tem;Não tem;Não tem
My So-Called Life;1994;16+;8,3;76;Não tem;Tem;Não tem;Não tem
Little Fires Everywhere;2020;18+;7,7;76;Não tem;Tem;Não tem;Não tem
The Librarians;2014;16+;7,3;76;Não tem;Tem;Não tem;Não tem
In the Flesh;2013;18+;8;76;Não tem;Tem;Não tem;Não tem
The Exorcist;2016;16+;8;76;Não tem;Tem;Não tem;Não tem
American Dad!;2005;16+;7,3;76;Não tem;Tem;Não tem;Não tem
Ramy;2019;18+;8,1;76;Não tem;Tem;Não tem;Não tem
Chicago P.D.;2014;16+;8,1;76;Não tem;Tem;Não tem;Não tem
Stargate Atlantis;2004;7+;8,1;76;Não tem;Tem;Tem;Não tem
Marvel's Runaways;2017;16+;7;76;Não tem;Tem;Não tem;Tem
Rescue Me;2004;18+;8,3;76;Não tem;Tem;Não tem;Não tem
Shadowhunters;2016;16+;6,6;76;Não tem;Tem;Não tem;Não tem
Everybody Hates Chris;2005;7+;7,4;76;Não tem;Tem;Não tem;Não tem
Stargate Universe;2009;16+;7,6;76;Não tem;Tem;Não tem;Não tem
PEN15;2019;18+;8;76;Não tem;Tem;Não tem;Não tem
My Mad Fat Diary;2013;16+;8,4;76;Não tem;Tem;Não tem;Não tem
RuPaul's Drag Race All Stars;2012;16+;8,5;76;Não tem;Tem;Não tem;Não tem
The Gifted;2017;16+;7,3;75;Não tem;Tem;Não tem;Não tem
Future Man;2017;18+;7,7;75;Não tem;Tem;Não tem;Não tem
Prime Suspect;1991;18+;8,4;75;Não tem;Tem;Não tem;Não tem
Better Things;2016;18+;7,8;75;Não tem;Tem;Não tem;Não tem
Sleepy Hollow;2013;16+;7,4;75;Não tem;Tem;Não tem;Não tem
Regular Show;2010;7+;8,4;75;Não tem;Tem;Não tem;Não tem
M*A*S*H;1972;7+;8,4;75;Não tem;Tem;Não tem;Não tem
Top of the Lake;2013;18+;7,5;75;Não tem;Tem;Não tem;Não tem
Switched at Birth;2011;16+;7,7;75;Não tem;Tem;Não tem;Não tem
Wayward Pines;2015;16+;7,4;75;Não tem;Tem;Não tem;Não tem
Saturday Night Live;1975;16+;8;75;Não tem;Tem;Não tem;Não tem
Dragon Ball Super;2015;7+;8,4;75;Não tem;Tem;Não tem;Não tem
Fresh Off the Boat;2015;7+;7,8;75;Não tem;Tem;Não tem;Não tem
The Mighty Boosh;2004;16+;8,3;75;Não tem;Tem;Não tem;Não tem
Cardinal;2017;18+;7,7;74;Não tem;Tem;Não tem;Não tem
Absolutely Fabulous;1992;16+;8,1;74;Não tem;Tem;Não tem;Não tem
Letterkenny;2016;18+;8,6;74;Não tem;Tem;Não tem;Não tem
Scream Queens;2015;16+;7,1;74;Não tem;Tem;Não tem;Não tem
Wilfred;2011;18+;7,8;74;Não tem;Tem;Não tem;Não tem
Deutschland;2015;18+;8,1;74;Não tem;Tem;Não tem;Não tem
Empire;2015;16+;7,4;74;Não tem;Tem;Não tem;Não tem
Brockmire;2017;18+;8;74;Não tem;Tem;Não tem;Não tem
The Unit;2006;16+;8,1;74;Não tem;Tem;Não tem;Não tem
Genius;2017;16+;8,3;74;Tem;Tem;Tem;Tem
Mayans M.C.;2018;18+;7,6;74;Não tem;Tem;Não tem;Não tem
black-ish;2014;16+;7,1;74;Não tem;Tem;Não tem;Não tem
CSI: Crime Scene Investigation;2000;16+;7,6;74;Não tem;Tem;Não tem;Não tem
Tokyo Ghoul;2014;16+;7,8;74;Não tem;Tem;Não tem;Não tem
MythBusters;2003;7+;8,3;74;Não tem;Tem;Não tem;Não tem
Don't Trust the B---- in Apartment 23;2012;16+;7,3;74;Não tem;Tem;Não tem;Não tem
Sailor Moon;1992;16+;7,8;74;Não tem;Tem;Não tem;Não tem
One Tree Hill;2003;16+;7,7;74;Não tem;Tem;Não tem;Não tem
Nip/Tuck;2003;18+;7,6;74;Não tem;Tem;Não tem;Não tem
Looking for Alaska;2019;18+;8,1;74;Não tem;Tem;Não tem;Não tem
New Amsterdam;2018;16+;8,1;74;Não tem;Tem;Não tem;Não tem
The Golden Girls;1985;7+;8;74;Não tem;Tem;Não tem;Não tem
Cougar Town;2009;7+;7;73;Não tem;Tem;Tem;Não tem
The Purge;2018;18+;6,5;73;Não tem;Tem;Não tem;Não tem
Catch-22;2019;18+;7,8;73;Não tem;Tem;Tem;Não tem
The Rookie;2018;16+;8;73;Não tem;Tem;Não tem;Tem
Married... with Children;1987;7+;8;73;Não tem;Tem;Não tem;Não tem
The Looming Tower;2018;18+;8;73;Não tem;Tem;Não tem;Não tem
Blindspot;2015;16+;7,4;73;Não tem;Tem;Não tem;Não tem
Steven Universe;2013;7+;8,2;73;Não tem;Tem;Não tem;Não tem
Nashville;2012;7+;7,7;73;Não tem;Tem;Não tem;Não tem
Salem;2014;18+;7,2;73;Não tem;Tem;Não tem;Não tem
The Mindy Project;2012;7+;7,4;73;Não tem;Tem;Não tem;Não tem
Mrs. America;2020;18+;7,9;73;Não tem;Tem;Não tem;Não tem
The Middle;2009;7+;7,6;73;Não tem;Tem;Não tem;Não tem
Roseanne;1988;7+;7;73;Não tem;Tem;Tem;Não tem
Black Clover;2017;16+;8,3;73;Não tem;Tem;Não tem;Não tem
Witches of East End;2013;16+;7,6;73;Não tem;Tem;Não tem;Não tem
Whitechapel;2009;7+;7,9;73;Não tem;Tem;Não tem;Não tem
Stumptown;2019;16+;7,5;73;Não tem;Tem;Não tem;Não tem
I Love Lucy;1951;0;8,4;72;Não tem;Tem;Não tem;Não tem
Harlots;2017;18+;7,7;72;Não tem;Tem;Não tem;Não tem
UnREAL;2015;16+;7,8;72;Não tem;Tem;Não tem;Não tem
The Wonder Years;1988;7+;8,3;72;Não tem;Tem;Não tem;Não tem
Graceland;2013;16+;7,7;72;Não tem;Tem;Não tem;Não tem
Anthony Bourdain: No Reservations;2005;7+;8,5;72;Não tem;Tem;Não tem;Não tem
Ugly Betty;2006;7+;6,5;72;Não tem;Tem;Não tem;Não tem
Marvel's Cloak & Dagger;2018;16+;6,7;72;Não tem;Tem;Não tem;Não tem
The Bold Type;2017;16+;7,9;72;Não tem;Tem;Não tem;Não tem
The Resident;2018;16+;7,7;72;Não tem;Tem;Tem;Não tem
Dragon Ball;1996;16+;8,5;72;Não tem;Tem;Não tem;Não tem
The Goldbergs;2013;7+;8,1;72;Não tem;Tem;Não tem;Não tem
Terriers;2010;18+;8,4;72;Não tem;Tem;Não tem;Não tem
American Horror Stories;2021;18+;6,5;72;Não tem;Tem;Não tem;Não tem
ER;1994;16+;7,7;72;Não tem;Tem;Não tem;Não tem
Fairy Tail;2009;16+;8;72;Não tem;Tem;Não tem;Não tem
Bunheads;2012;16+;7,6;72;Não tem;Tem;Não tem;Não tem
High Fidelity;2020;18+;7,7;72;Não tem;Tem;Não tem;Não tem
Horace and Pete;2016;18+;8,5;72;Não tem;Tem;Não tem;Não tem
The Amazing World of Gumball;2011;7+;8,2;71;Não tem;Tem;Não tem;Não tem
Blackadder;1983;7+;8;71;Não tem;Tem;Tem;Não tem
Hell's Kitchen;2005;16+;7,1;71;Não tem;Tem;Tem;Não tem
Robot Chicken;2005;18+;7,7;71;Não tem;Tem;Não tem;Não tem
People of Earth;2016;18+;7,7;71;Não tem;Tem;Não tem;Não tem
Boruto: Naruto Next Generations;2017;16+;7;71;Não tem;Tem;Não tem;Não tem
The Musketeers;2014;16+;7,8;71;Não tem;Tem;Não tem;Não tem
Sesame Street;1969;0;8,1;71;Não tem;Tem;Tem;Não tem
Shrill;2019;18+;7,4;71;Não tem;Tem;Não tem;Não tem
LEGO Masters;2020;7+;7,4;71;Não tem;Tem;Não tem;Não tem
Good Behavior;2016;18+;8,1;71;Não tem;Tem;Não tem;Não tem
Murdoch Mysteries;2008;7+;8,1;71;Não tem;Tem;Não tem;Não tem
Full House;1987;0;6,7;71;Não tem;Tem;Não tem;Não tem
Mom;2013;16+;7,2;71;Tem;Tem;Não tem;Não tem
Will & Grace;1998;16+;7,2;71;Não tem;Tem;Não tem;Não tem
King of the Hill;1997;7+;7,3;71;Não tem;Tem;Não tem;Não tem
Doc Martin;2004;7+;8,3;71;Não tem;Tem;Não tem;Não tem
Impractical Jokers;2011;16+;8,6;71;Não tem;Tem;Não tem;Não tem
Debris;2021;16+;6,5;71;Não tem;Tem;Não tem;Não tem
Solar Opposites;2020;18+;8;70;Não tem;Tem;Não tem;Não tem
Trust;2018;18+;7,6;70;Não tem;Tem;Não tem;Não tem
SIX;2017;18+;7,3;70;Não tem;Tem;Não tem;Não tem
Last Man Standing;2011;7+;7,5;70;Não tem;Tem;Não tem;Não tem
Body of Proof;2011;16+;7,1;70;Não tem;Tem;Não tem;Não tem
The Hitchhiker's Guide to the Galaxy;1981;7+;8;70;Não tem;Tem;Tem;Não tem
Afro Samurai;2007;18+;7,7;70;Não tem;Tem;Não tem;Não tem
S.W.A.T.;2017;16+;7;70;Não tem;Tem;Não tem;Não tem
A Million Little Things;2018;16+;7,9;70;Não tem;Tem;Não tem;Não tem
For Life;2020;16+;7,6;70;Não tem;Tem;Não tem;Não tem
Battlestar Galactica;1978;7+;7,2;70;Não tem;Tem;Não tem;Não tem
Alfred Hitchcock Presents;1955;16+;8,5;70;Não tem;Tem;Não tem;Não tem
Flashpoint;2008;16+;7,7;70;Não tem;Tem;Tem;Não tem
The Detour;2016;18+;7,7;70;Não tem;Tem;Não tem;Não tem
Greek;2007;16+;7,5;70;Não tem;Tem;Não tem;Não tem
Casual;2015;18+;7,5;70;Não tem;Tem;Não tem;Não tem
Mary Kills People;2017;18+;7,5;70;Não tem;Tem;Não tem;Não tem
Mushi-Shi;2005;16+;8,5;70;Não tem;Tem;Tem;Não tem
Baskets;2016;18+;7,6;70;Não tem;Tem;Não tem;Não tem
Touch;2012;16+;7,3;70;Não tem;Tem;Tem;Não tem
Rurouni Kenshin;1996;16+;8,5;70;Não tem;Tem;Tem;Não tem
Big Sky;2020;16+;6,7;70;Não tem;Tem;Tem;Não tem
The Wrong Mans;2013;18+;7,8;70;Não tem;Tem;Não tem;Não tem
Chance;2016;18+;7,7;69;Não tem;Tem;Não tem;Não tem
The Split;2018;18+;7,7;69;Não tem;Tem;Não tem;Não tem
Make It or Break It;2009;16+;7,5;69;Não tem;Tem;Não tem;Não tem
Das Boot;2018;18+;7,4;69;Não tem;Tem;Não tem;Não tem
Legit;2013;18+;8,2;69;Não tem;Tem;Não tem;Não tem
Breeders;2020;18+;7,4;69;Não tem;Tem;Não tem;Não tem
Queen Sugar;2016;16+;7,6;69;Não tem;Tem;Não tem;Não tem
Drake & Josh;2004;0;7,7;69;Não tem;Tem;Não tem;Não tem
MasterChef;2010;16+;7,3;69;Não tem;Tem;Não tem;Não tem
Young Rock;2021;16+;7,1;69;Não tem;Tem;Não tem;Não tem
The Eric Andre Show;2012;18+;8,6;69;Não tem;Tem;Não tem;Não tem
Animaniacs;1993;0;7,9;69;Não tem;Tem;Não tem;Não tem
Man Seeking Woman;2015;18+;7,8;69;Não tem;Tem;Não tem;Não tem
Pretty Little Liars: The Perfectionists;2019;16+;7;69;Não tem;Tem;Não tem;Não tem
Yu Yu Hakusho;1992;16+;8,4;69;Não tem;Tem;Não tem;Não tem
Lodge 49;2018;16+;7,7;69;Não tem;Tem;Não tem;Não tem
I Am the Night;2019;18+;7;69;Não tem;Tem;Não tem;Não tem
Hey Arnold!;1996;0;7,6;69;Não tem;Tem;Não tem;Não tem
NOS4A2;2019;16+;6,7;69;Não tem;Tem;Não tem;Não tem
The Glades;2010;16+;7,4;69;Não tem;Tem;Não tem;Não tem
The Bridge;2013;18+;7,6;69;Tem;Tem;Não tem;Não tem
Underground;2016;18+;7,8;69;Não tem;Tem;Tem;Não tem
A Teacher;2020;18+;6,9;69;Não tem;Tem;Não tem;Não tem
Danny Phantom;2004;7+;7,1;69;Não tem;Tem;Não tem;Não tem
Sliders;1995;7+;7,4;69;Não tem;Tem;Não tem;Não tem
30 for 30;2009;7+;8,8;69;Não tem;Tem;Não tem;Não tem
Life in Pieces;2015;16+;8;69;Não tem;Tem;Tem;Não tem
The Amazing Race;2001;7+;7,6;68;Não tem;Tem;Tem;Não tem
Pitch;2016;16+;7,4;68;Não tem;Tem;Não tem;Não tem
Numb3rs;2005;7+;6,9;68;Não tem;Tem;Não tem;Não tem
Roswell;1999;16+;7,5;68;Não tem;Tem;Não tem;Não tem
Tyrant;2014;18+;7,8;68;Não tem;Tem;Não tem;Não tem
Legends;2014;16+;7,5;68;Não tem;Tem;Não tem;Não tem
Angie Tribeca;2016;16+;7;68;Não tem;Tem;Não tem;Não tem
FLCL;2000;18+;8,2;68;Não tem;Tem;Não tem;Não tem
Rugrats;1991;0;7,4;68;Não tem;Tem;Não tem;Não tem
Fosse/Verdon;2019;18+;7,9;68;Não tem;Tem;Não tem;Não tem
Assassination Classroom;2015;16+;8;68;Não tem;Tem;Não tem;Não tem
Top Chef;2006;16+;7,6;68;Não tem;Tem;Não tem;Não tem
Ghost Whisperer;2005;7+;6,4;68;Não tem;Tem;Tem;Não tem
Darker than Black;2007;16+;7,7;68;Não tem;Tem;Tem;Não tem
Kaguya-sama: Love is War;2019;16+;8,4;68;Não tem;Tem;Não tem;Não tem
Ally McBeal;1997;16+;6,8;68;Não tem;Tem;Não tem;Não tem
Everything's Gonna Be Okay;2020;16+;7,3;68;Não tem;Tem;Não tem;Não tem
Psycho-Pass;2012;18+;8,2;68;Não tem;Tem;Tem;Não tem
The Powerpuff Girls;1998;7+;7,3;68;Não tem;Tem;Não tem;Não tem
Beverly Hills, 90210;1990;16+;6,4;68;Não tem;Tem;Não tem;Não tem
Friday Night Dinner;2011;18+;8,1;68;Não tem;Tem;Não tem;Não tem
Wu-Tang: An American Saga;2019;18+;8,2;68;Não tem;Tem;Não tem;Não tem
Hellsing Ultimate;2006;18+;8,3;68;Não tem;Tem;Não tem;Não tem
Claws;2017;18+;7,4;68;Não tem;Tem;Não tem;Não tem
Marvel's M.O.D.O.K.;2021;18+;6,3;68;Não tem;Tem;Não tem;Não tem
Shark Tank;2009;7+;7,6;68;Não tem;Tem;Não tem;Não tem
Ghost Adventures;2008;13+;7,5;67;Não tem;Tem;Não tem;Não tem
Miranda;2009;7+;8,2;67;Não tem;Tem;Não tem;Não tem
Making It;2018;7+;7,9;67;Não tem;Tem;Não tem;Não tem
The Son;2017;16+;7,5;67;Tem;Tem;Não tem;Não tem
10 Things I Hate About You;2009;16+;7,3;67;Não tem;Tem;Não tem;Tem
Good Trouble;2019;16+;7,5;67;Não tem;Tem;Não tem;Não tem
Ben 10;2005;7+;7,3;67;Não tem;Tem;Não tem;Não tem
The Mick;2017;16+;7,8;67;Não tem;Tem;Não tem;Não tem
WWE Raw;1993;7+;7,8;67;Não tem;Tem;Não tem;Não tem
Party of Five;1994;7+;6,8;67;Não tem;Tem;Não tem;Não tem
Overlord;2015;18+;7,8;67;Não tem;Tem;Não tem;Não tem
The Path;2016;18+;7,3;67;Não tem;Tem;Não tem;Não tem
Descendants of the Sun;2016;16+;8,3;67;Não tem;Tem;Tem;Não tem
Single Parents;2018;7+;7,1;67;Não tem;Tem;Não tem;Não tem
Deadliest Catch;2005;16+;7,8;67;Não tem;Tem;Não tem;Não tem
Gangland Undercover;2015;16+;8,2;67;Não tem;Tem;Não tem;Não tem
ThunderCats;1985;7+;7,9;67;Não tem;Tem;Não tem;Não tem
Shiki;2010;18+;7,7;67;Não tem;Tem;Não tem;Não tem
Rascal Does Not Dream of Bunny Girl Senpai;2018;16+;8,2;67;Não tem;Tem;Não tem;Não tem
Jane Eyre;2006;7+;8,3;67;Não tem;Tem;Tem;Não tem
Kitchen Nightmares;2007;16+;7,5;67;Não tem;Tem;Não tem;Não tem
Devious Maids;2013;7+;7,8;67;Não tem;Tem;Não tem;Não tem
My Wife and Kids;2001;7+;6,8;67;Não tem;Tem;Não tem;Não tem
Star vs. the Forces of Evil;2015;7+;8;67;Não tem;Tem;Não tem;Tem
Dark Side of the Ring;2019;16+;8,8;67;Não tem;Tem;Não tem;Não tem
High School DxD;2012;18+;7,6;67;Não tem;Tem;Não tem;Não tem
Transplant;2020;16+;7,9;67;Não tem;Tem;Não tem;Não tem
Apple Tree Yard;2017;16+;7,2;67;Não tem;Tem;Não tem;Não tem
9-1-1: Lone Star;2020;16+;6,8;67;Não tem;Tem;Não tem;Não tem
Fruits Basket;2019;7+;8,6;66;Não tem;Tem;Não tem;Não tem
Siren;2018;7+;7;66;Não tem;Tem;Não tem;Não tem
Holey Moley;2019;7+;6,9;66;Não tem;Tem;Não tem;Não tem
Diabolik Lovers;2013;16+;5,2;66;Não tem;Tem;Não tem;Não tem
Baby Daddy;2012;16+;7,4;66;Não tem;Tem;Não tem;Não tem
Digimon Adventure;1999;7+;7,3;66;Não tem;Tem;Não tem;Não tem
The Long Road Home;2017;18+;7,5;66;Não tem;Tem;Não tem;Não tem
Black Lagoon;2006;18+;8;66;Não tem;Tem;Não tem;Não tem
Taken;2017;18+;6,6;66;Não tem;Tem;Não tem;Não tem
Walker;2021;16+;5,9;66;Não tem;Tem;Não tem;Não tem
Catfish: The TV Show;2012;16+;7,1;66;Não tem;Tem;Não tem;Não tem
Treadstone;2019;18+;7;66;Não tem;Tem;Não tem;Não tem
The Incredible Hulk;1977;7+;7;66;Não tem;Tem;Não tem;Tem
Sabrina, the Teenage Witch;1996;0;6,7;66;Não tem;Tem;Não tem;Não tem
X-Men: Evolution;2000;7+;7,8;66;Não tem;Tem;Não tem;Tem
Death Parade;2015;18+;7,9;66;Não tem;Tem;Não tem;Não tem
NEXT;2020;16+;6,7;66;Não tem;Tem;Tem;Não tem
The Pink Panther;1964;0;7,6;66;Não tem;Tem;Tem;Não tem
Golden Time;2013;16+;7,6;66;Não tem;Tem;Não tem;Não tem
Dollface;2019;18+;7,4;66;Não tem;Tem;Não tem;Não tem
Taxi;1978;7+;7,7;66;Não tem;Tem;Não tem;Não tem
Being Mary Jane;2014;16+;7,5;66;Não tem;Tem;Não tem;Não tem
Drunk History;2013;16+;7,8;65;Não tem;Tem;Não tem;Não tem
Twisted;2013;16+;7,3;65;Não tem;Tem;Não tem;Não tem
Brothers and Sisters;2006;16+;7,3;65;Não tem;Tem;Não tem;Não tem
Breakout Kings;2011;16+;7,3;65;Não tem;Tem;Não tem;Não tem
Scott & Bailey;2011;7+;8;65;Não tem;Tem;Não tem;Não tem
Little Britain;2003;18+;7,6;65;Não tem;Tem;Não tem;Não tem
Law & Order: Organized Crime;2021;16+;7,6;65;Não tem;Tem;Não tem;Não tem
Pinky and the Brain;1995;7+;7,8;65;Não tem;Tem;Não tem;Não tem
Ergo Proxy;2006;18+;8;65;Não tem;Tem;Não tem;Não tem
Noragami;2014;16+;7,9;65;Não tem;Tem;Não tem;Não tem
Primeval;2007;16+;7,3;65;Não tem;Tem;Não tem;Não tem
Face Off;2011;7+;8,2;65;Não tem;Tem;Não tem;Não tem
Love Island;2015;18+;5,2;65;Não tem;Tem;Não tem;Não tem
Highlander: The Series;1992;16+;7,2;65;Não tem;Tem;Não tem;Não tem
Prison School;2015;18+;7,6;65;Não tem;Tem;Não tem;Não tem
Good Luck Charlie;2010;0;7;65;Não tem;Tem;Não tem;Tem
Medium;2005;16+;7;65;Não tem;Tem;Não tem;Não tem
Fire Force;2019;16+;7,7;65;Não tem;Tem;Não tem;Não tem
Second Chance;2016;16+;7,5;65;Não tem;Tem;Não tem;Não tem
American Housewife;2016;7+;7,4;65;Não tem;Tem;Não tem;Não tem
The First;2018;18+;6,7;65;Não tem;Tem;Não tem;Não tem
Reprisal;2019;18+;7,5;65;Não tem;Tem;Não tem;Não tem
Mushoku Tensei: Jobless Reincarnation;2021;16+;8,3;64;Não tem;Tem;Não tem;Não tem
The Kids Are Alright;2018;7+;7,9;64;Não tem;Tem;Não tem;Não tem
Remington Steele;1982;7+;7,2;64;Não tem;Tem;Não tem;Não tem
Saved by the Bell;1989;0;7;64;Não tem;Tem;Não tem;Não tem
The Fades;2011;18+;7,7;64;Não tem;Tem;Não tem;Não tem
My Teen Romantic Comedy SNAFU;2013;16+;7,9;64;Não tem;Tem;Não tem;Não tem
Station 19;2018;16+;6,7;64;Não tem;Tem;Não tem;Não tem
New Tricks;2003;7+;7,8;64;Não tem;Tem;Não tem;Não tem
The Mary Tyler Moore Show;1970;7+;8,1;64;Não tem;Tem;Não tem;Não tem
Hill Street Blues;1981;16+;8,1;64;Não tem;Tem;Não tem;Não tem
Monster Musume: Everyday Life with Monster Girls;2015;18+;6,7;64;Não tem;Tem;Não tem;Não tem
The Conners;2018;7+;5,3;64;Não tem;Tem;Não tem;Não tem
NYPD Blue;1993;16+;7,6;64;Não tem;Tem;Tem;Não tem
CSI: Miami;2002;16+;6,4;64;Não tem;Tem;Não tem;Não tem
Metalocalypse;2006;18+;8,2;64;Não tem;Tem;Não tem;Não tem
America's Got Talent;2006;7+;5,8;64;Não tem;Tem;Não tem;Não tem
Fixer Upper;2013;0;8,2;64;Não tem;Tem;Não tem;Não tem
DCI Banks;2011;16+;7,6;64;Não tem;Tem;Não tem;Não tem
The Future Diary;2011;18+;7,6;64;Não tem;Tem;Não tem;Não tem
Childrens Hospital;2008;18+;7,8;64;Não tem;Tem;Não tem;Não tem
The First 48;2004;18+;8,2;64;Não tem;Tem;Não tem;Não tem
Chopped;2009;0;7,5;64;Não tem;Tem;Não tem;Não tem
Sense and Sensibility;2008;16+;8;64;Não tem;Tem;Tem;Não tem
House Hunters;1999;0;8,1;64;Não tem;Tem;Não tem;Não tem
Teenage Mutant Ninja Turtles;2012;7+;7,8;64;Não tem;Tem;Não tem;Não tem
Monogatari;2009;16+;8;64;Não tem;Tem;Não tem;Não tem
Clique;2017;18+;7;63;Não tem;Tem;Não tem;Não tem
Atlantis;2013;7+;6,6;63;Não tem;Tem;Não tem;Não tem
Travel Man: 48 Hours in...;2015;7+;8,3;63;Não tem;Tem;Não tem;Não tem
Chowder;2007;7+;7,3;63;Não tem;Tem;Não tem;Não tem
The Hardy Boys;2020;7+;7;63;Não tem;Tem;Não tem;Não tem
Shots Fired;2017;16+;6,5;63;Não tem;Tem;Não tem;Não tem
The Familiar of Zero;2006;16+;7;63;Não tem;Tem;Não tem;Não tem
The Brady Bunch;1969;0;6,7;63;Não tem;Tem;Não tem;Não tem
Four Weddings and a Funeral;2019;18+;7,2;63;Não tem;Tem;Não tem;Não tem
Hamilton's Pharmacopeia;2016;18+;8,9;63;Não tem;Tem;Não tem;Não tem
The New York Times Presents;2020;18+;6,7;63;Não tem;Tem;Não tem;Não tem
What's Wrong with Secretary Kim;2018;0;8,1;63;Não tem;Tem;Não tem;Não tem
The Great North;2021;16+;6,5;63;Não tem;Tem;Não tem;Não tem
The Ultimate Fighter;2005;16+;7,8;63;Não tem;Tem;Não tem;Não tem
Tiny Toon Adventures;1990;0;7,5;63;Não tem;Tem;Não tem;Não tem
Foster's Home for Imaginary Friends;2004;7+;7,6;63;Não tem;Tem;Não tem;Não tem
The Tonight Show Starring Jimmy Fallon;2014;16+;7,2;63;Não tem;Tem;Não tem;Não tem
Barkskins;2020;18+;7,3;63;Não tem;Tem;Não tem;Não tem
River Monsters;2009;7+;8,1;63;Não tem;Tem;Tem;Não tem
The Dick Van Dyke Show;1961;0;8,3;63;Não tem;Tem;Não tem;Não tem
Yu-Gi-Oh! GX;2004;0;6,8;63;Não tem;Tem;Não tem;Não tem
Highschool of the Dead;2010;18+;7,2;63;Não tem;Tem;Não tem;Não tem
The Marvelous Misadventures of Flapjack;2008;7+;7,8;63;Não tem;Tem;Não tem;Não tem
Difficult People;2015;18+;7;63;Não tem;Tem;Não tem;Não tem
Reba;2001;7+;6,5;63;Não tem;Tem;Não tem;Não tem
The Event;2010;16+;7;62;Não tem;Tem;Não tem;Não tem
American Gothic;1995;7+;8,1;62;Não tem;Tem;Não tem;Não tem
Garfield and Friends;1988;7+;7,3;62;Não tem;Tem;Não tem;Não tem
Home Economics;2021;7+;6,2;62;Não tem;Tem;Não tem;Não tem
Clannad After Story;2009;7+;8,6;62;Não tem;Tem;Não tem;Não tem
Bless This Mess;2019;7+;6,9;62;Não tem;Tem;Não tem;Não tem
Horrible Histories;2009;7+;8,8;62;Não tem;Tem;Tem;Não tem
grown-ish;2018;16+;6,4;62;Não tem;Tem;Não tem;Não tem
Duncanville;2020;16+;6;62;Não tem;Tem;Não tem;Não tem
The Guest Book;2017;18+;7,2;62;Não tem;Tem;Não tem;Não tem
Speechless;2016;7+;7,6;62;Não tem;Tem;Não tem;Não tem
Intervention;2005;16+;7,8;62;Não tem;Tem;Não tem;Não tem
K.C. Undercover;2015;0;6,2;62;Não tem;Tem;Não tem;Tem
The Three Stooges;1934;0;8,6;62;Não tem;Tem;Não tem;Não tem
Dragon Ball GT;1996;7+;6,8;62;Não tem;Tem;Não tem;Não tem
Melissa & Joey;2010;16+;7;62;Não tem;Tem;Não tem;Não tem
